Brand,Model,Storage,Color,Price,Sale Date,Payment Method,Customer Name,Store Location
Xiaomi,Redmi Note 11,256GB,Black,85127.25,29-01-2025,Debit Card,Denise Stout,Adamsborough
Vivo,Y33s,128GB,Green,86164.28,08-01-2025,Net Banking,Robert Morales,Johnfurt
Samsung,Galaxy A52,256GB,Red,18702.46,29-09-2024,Cash,Benjamin Valencia,South Noah
Nokia,C30,64GB,Red,29613.1,01-06-2024,UPI,James Johnson,Port Richard
Apple,iPhone 15,128GB,Silver,28597.26,16-10-2024,Credit Card,Christian Davis,Stewartland
Oppo,Reno6,256GB,White,16950.93,22-09-2024,Debit Card,Benjamin Lam,East Donna
Vivo,V21,64GB,Red,90702.63,15-03-2025,Debit Card,Olivia Williams,Taylorburgh
Nokia,X20,128GB,White,36739.39,21-03-2025,Cash,Daniel Smith,North Beth
OnePlus,9R,64GB,Gold,25814,10-01-2025,Net Banking,Dr. Elizabeth Wagner,North Cynthiaview
Samsung,Galaxy S22,128GB,Black,64913.49,13-06-2024,Cash,Matthew Morris,Rodneyside
Xiaomi,Redmi Note 11,128GB,Green,59165.68,24-06-2024,Net Banking,Amy Lowery,Danielchester
OnePlus,Nord 2,64GB,Gold,73464.91,15-12-2024,UPI,Melissa Patel,Bassport
Motorola,Edge 20,64GB,Green,50268.49,01-11-2024,Cash,Kara Young,South Aaron
Apple,iPhone 14,64GB,Green,52900.57,12-01-2025,Net Banking,Carrie Ellis,South Dianeshire
Vivo,V21,256GB,Red,41249.16,17-06-2024,UPI,Sherri Lee,Sanchezfort
Motorola,G31,256GB,Silver,86373.43,12-12-2024,Cash,Mercedes Snow,Port Jesseville
Nokia,G21,256GB,Blue,33628.8,11-12-2024,UPI,Michael Scott,Port Jesseville
Samsung,Galaxy A52,64GB,Green,38463.15,25-03-2025,UPI,Dana Shaw,New Mariotown
Samsung,Galaxy A52,256GB,White,36045.36,26-12-2024,UPI,Miguel Marsh,Ramirezstad
Nokia,X20,64GB,Blue,59243.65,09-08-2024,Credit Card,Donna Mitchell,Ericmouth
Vivo,V21,256GB,Red,14315.92,03-06-2024,Cash,Danielle Grant,Tashatown
Google,Pixel 6,128GB,Blue,39288.27,13-08-2024,Debit Card,Jenna Rhodes,Stevenland
Oppo,Reno6,64GB,Black,83709.85,01-06-2024,Cash,Lindsey Tran,South David
Samsung,Galaxy S22,128GB,Gold,19825.85,12-11-2024,UPI,Jesse Martin,North Noahstad
Oppo,A74,64GB,White,52765.33,11-06-2024,Net Banking,Gavin Hooper,Danielchester
Apple,iPhone 15,256GB,Black,28144.65,08-07-2024,Credit Card,Shannon Jacobson,South Dianeshire
Motorola,G31,64GB,Black,65678.23,11-04-2025,Cash,Christopher Christian,Port Keith
Google,Pixel 7,128GB,Gold,19191.93,18-09-2024,UPI,David Chan,East Donna
Samsung,Galaxy S22,256GB,Blue,18877.42,27-05-2024,Net Banking,Shawn Davis,East Mikeburgh
Oppo,A74,256GB,Silver,27048.19,13-09-2024,Cash,Dawn Barker,Juliechester
Vivo,T1,64GB,Silver,52029.93,23-08-2024,Net Banking,Shane Lewis,West Andrewside
Vivo,T1,64GB,Silver,88204.89,17-06-2024,Credit Card,Kelsey Barnes,Port Richard
Realme,Narzo 50,256GB,Green,89641.57,22-03-2025,Cash,Jacob Johnson,East Nicholasfurt
Realme,Realme GT,64GB,Silver,52156.02,28-07-2024,Debit Card,Jack Moran,Wilkersonmouth
Apple,iPhone 15,256GB,Black,51010.74,24-01-2025,Credit Card,Marissa Parker,New Stephanie
Vivo,Y33s,128GB,Blue,10288.58,26-07-2024,Credit Card,Taylor Miller,Stewartland
Apple,iPhone 14,256GB,Black,33554.45,22-05-2024,Credit Card,Derek Johnston,North Amandahaven
Google,Pixel 8,64GB,Green,17527.96,03-08-2024,Net Banking,Evelyn May MD,East Jamesside
OnePlus,Nord 2,64GB,Black,25961.52,21-02-2025,Cash,Julian Higgins,East Courtneychester
Xiaomi,Mi 11X,64GB,White,28605.59,20-06-2024,Cash,Patricia Gray,Coxberg
Vivo,T1,128GB,Black,33554.79,25-10-2024,Debit Card,Jacob Martin,Jacquelineland
Vivo,V21,128GB,Green,14326.58,25-05-2024,Cash,Theodore Nelson,Daviston
Oppo,Reno6,128GB,Silver,22676.14,19-10-2024,Cash,Carrie King,North Matthewberg
Oppo,A74,256GB,White,14717.96,09-09-2024,UPI,Kevin Johns,West Donald
Google,Pixel 7,64GB,Silver,37470.53,30-09-2024,UPI,Jeremy Harris,New Kellystad
OnePlus,11R,256GB,Blue,82841.78,04-07-2024,Net Banking,Lisa Rice,New David
Realme,Narzo 50,128GB,Black,67011.01,21-10-2024,Credit Card,Matthew Burnett,East Josephville
Apple,iPhone 15,256GB,Green,73592.96,29-08-2024,Debit Card,Aaron Marshall,Shieldston
Realme,Narzo 50,256GB,Blue,18074.3,20-02-2025,Debit Card,Jacob Acevedo,Port Keith
Vivo,Y33s,64GB,Silver,16197.54,11-05-2024,Net Banking,Connie Ramirez,Herrerafurt
OnePlus,9R,128GB,Red,37942.36,21-03-2025,Credit Card,Sylvia Hurst,Johnfurt
Xiaomi,Redmi 10,128GB,Blue,89669.76,30-04-2024,Debit Card,John Oneal,West Elizabeth
Apple,iPhone 13,128GB,White,58601.65,17-06-2024,Net Banking,Patrick Bright,Stewartland
Xiaomi,Redmi Note 11,64GB,Green,33377.62,21-04-2024,UPI,Anna King,Shieldston
Google,Pixel 8,64GB,Green,68164.94,06-08-2024,UPI,Cynthia Mendoza,North Beth
Realme,Realme 9,256GB,Green,25050.16,16-12-2024,UPI,Veronica Case,Ericmouth
Motorola,Edge 20,128GB,Blue,25834.71,09-08-2024,UPI,Anthony Meyers,New Brooke
Motorola,Edge 20,128GB,Red,42959.59,09-05-2024,Credit Card,Lynn Smith,South Noah
Nokia,C30,256GB,Green,70414.92,22-09-2024,Cash,Leslie Wilson,Wilkersonmouth
Nokia,G21,128GB,Red,46705.71,22-04-2024,UPI,Sean Sims,Hoffmanville
Motorola,Moto G60,64GB,Black,76167.42,15-07-2024,Credit Card,Susan Lawson,Lake Mark
Xiaomi,Redmi 10,64GB,White,30204.95,20-03-2025,Net Banking,Rebecca Flynn,Stevenland
Oppo,Reno6,256GB,Silver,71225.5,30-10-2024,UPI,Linda Graves,East Lydiamouth
Samsung,Galaxy S22,128GB,Gold,56019.34,26-04-2024,UPI,Adam Jones,Teresaburgh
Oppo,A74,128GB,Green,55583.25,06-02-2025,Debit Card,Bradley Perkins,New Brooke
Vivo,T1,64GB,Green,72382.05,21-05-2024,UPI,Christopher Smith,New Jessica
Oppo,A74,64GB,Black,66093.14,19-01-2025,Debit Card,Angela Williams DVM,North Jessicaland
OnePlus,9R,64GB,Black,41677.47,01-02-2025,Cash,Thomas Castillo,Wilkersonmouth
Realme,Realme 9,128GB,Silver,11912.68,14-11-2024,Cash,Lisa Perry,Port Richard
Google,Pixel 8,256GB,Silver,74159.79,12-03-2025,Debit Card,Cristina Anderson,North Cynthiaview
Realme,Realme 9,64GB,Blue,52824.2,06-04-2025,UPI,Julian Oneal,North Micheleland
Samsung,Galaxy S21,256GB,Black,69801.65,23-07-2024,Credit Card,Lisa Phillips,Lake Debra
OnePlus,Nord 2,64GB,White,90113.93,03-09-2024,Debit Card,Joel Foster,West Donald
Google,Pixel 7,128GB,Black,26097.99,06-09-2024,Cash,Robin Goodwin,North Susan
Nokia,G21,64GB,White,23796.25,04-10-2024,UPI,Debbie Johnson,Lake Nicoleview
Samsung,Galaxy S22,64GB,White,46835.57,05-05-2024,Debit Card,Donna Ramirez,South Dianeshire
Xiaomi,Mi 11X,256GB,Gold,21485.28,25-07-2024,UPI,James May,Lake Nicoleview
Oppo,Reno6,128GB,Black,40246.8,07-07-2024,Credit Card,Carolyn Thornton,Danielchester
Oppo,Reno6,256GB,Red,53964.96,05-11-2024,Cash,Andrea Petty,Stevenland
Nokia,C30,64GB,Silver,84664.62,22-11-2024,Credit Card,Joseph House,North Amandahaven
Samsung,Galaxy A52,128GB,Silver,64495.26,15-08-2024,Debit Card,Michelle Greene,East Lydiamouth
Vivo,T1,128GB,White,27612.27,06-10-2024,Debit Card,Mary Terry,Lake Lisaport
Vivo,V21,128GB,Blue,81378.7,03-07-2024,Cash,Stephanie Park,South David
Apple,iPhone 13,64GB,Gold,44820.58,04-12-2024,Net Banking,Leslie Johnson,Lake Lisaport
OnePlus,Nord 2,64GB,Silver,40710.29,12-08-2024,Credit Card,Mr. Matthew Burke MD,Mooreport
Motorola,Moto G60,64GB,White,73288.34,01-03-2025,Credit Card,Jeremy Smith,West Allison
Realme,Realme 9,128GB,White,50866.34,11-08-2024,Net Banking,Ariana Wood,Lake Matthew
Motorola,Edge 20,256GB,Silver,24547.73,05-07-2024,Cash,Monica Nichols,North Judithbury
Xiaomi,Redmi Note 11,128GB,Red,35576.42,12-08-2024,Net Banking,Douglas Boone,Daviston
Apple,iPhone 15,256GB,Silver,65433.61,19-11-2024,Cash,David Dudley,North Deniseside
Google,Pixel 6,256GB,Gold,43576.95,27-09-2024,Cash,Shelly Schmidt,Bassport
Nokia,X20,128GB,Green,99208.03,04-02-2025,Net Banking,Jennifer Chen,North Beth
Google,Pixel 8,64GB,Gold,57214.9,07-09-2024,Credit Card,Adrian Williamson,Mooreport
Samsung,Galaxy A52,256GB,Blue,60576.36,03-07-2024,Cash,Michael Solomon,Danielchester
Vivo,V21,64GB,White,96689.64,11-09-2024,Credit Card,John Bruce,North Susan
Apple,iPhone 13,64GB,Blue,18194.02,15-02-2025,UPI,Anthony Mason,Port Keith
Motorola,Edge 20,256GB,Silver,45680.79,01-06-2024,Debit Card,Matthew James,Leeville
OnePlus,9R,64GB,White,24923.83,03-03-2025,Cash,Suzanne Fox,Lake Debra
Xiaomi,Redmi 10,256GB,Green,46164.93,18-03-2025,Cash,Sarah Reed,Mortonside
Vivo,T1,128GB,Silver,58540.36,03-08-2024,UPI,Gregory Hartman,Juliechester
Samsung,Galaxy S21,128GB,White,92240.16,13-12-2024,Credit Card,Jared Allen,East Josephville
Vivo,Y33s,64GB,Blue,73069.61,12-06-2024,UPI,Margaret Ruiz,Shieldston
OnePlus,11R,128GB,Gold,42729.59,04-10-2024,UPI,Theresa Rivera,North Cynthiaview
OnePlus,Nord 2,64GB,Blue,41829.99,25-02-2025,Cash,Steven Morse,Ericmouth
Apple,iPhone 13,256GB,Black,99845.87,06-04-2025,Debit Card,Raymond Ellis,Shieldston
Oppo,F19,128GB,Black,60150.22,07-07-2024,Net Banking,Dr. Justin Brady,Lake Leeton
Oppo,F19,128GB,Green,50622.86,19-01-2025,Debit Card,Thomas Moore,North John
Nokia,X20,64GB,Blue,91145.84,11-05-2024,Debit Card,Tony Hurley,New Kellystad
Realme,Realme GT,128GB,Silver,40008.04,26-01-2025,Credit Card,Donna Ellis,Lake Mark
Oppo,F19,256GB,Red,14083.64,28-11-2024,Debit Card,Amber Keller,Johnfurt
Apple,iPhone 15,256GB,Black,59640.07,18-02-2025,UPI,Christopher Moore,Lisatown
Google,Pixel 8,256GB,Gold,84546.89,15-10-2024,Net Banking,Madison Thompson,Port Keith
Oppo,Reno6,128GB,Gold,19344.55,27-07-2024,Credit Card,Paige Gay,West Allison
Apple,iPhone 15,128GB,Black,69871.01,17-08-2024,Debit Card,Christine Weber,North Amandahaven
Realme,Realme 9,256GB,Blue,74366.18,21-10-2024,Net Banking,Shane Clements,East Mikeburgh
Vivo,V21,128GB,Blue,16494.69,16-11-2024,Debit Card,Brenda Wilkins,Lake Mark
Vivo,Y33s,128GB,White,38824.18,26-12-2024,UPI,Debra Kim,East Mikeburgh
OnePlus,11R,256GB,Gold,87685.28,04-05-2024,UPI,Olivia Peterson,North Jessicaland
OnePlus,11R,256GB,Red,11180.04,14-01-2025,UPI,Carl Thomas,Ramirezstad
Realme,Narzo 50,256GB,Black,50819.47,17-11-2024,UPI,Julie Flores,West Michael
Oppo,F19,64GB,Green,72936.51,03-03-2025,Cash,Gina Mann,South Todd
Oppo,F19,64GB,Red,81414.06,29-06-2024,Cash,Lisa Olson,Mortonside
Xiaomi,Redmi Note 11,256GB,Black,59327.58,10-01-2025,Net Banking,Christopher Mitchell,Lake Chad
Xiaomi,Redmi Note 11,128GB,Silver,98150.59,09-05-2024,Cash,Nathan Adkins,Martinezbury
Samsung,Galaxy S22,64GB,Silver,79032.56,20-04-2024,Credit Card,Jorge Taylor,Port Jacobland
Motorola,Moto G60,64GB,Black,64718.24,13-09-2024,Cash,Christine Mcclure,Shawhaven
Apple,iPhone 15,128GB,Gold,32215.36,11-05-2024,Credit Card,Kyle Fox,Davidstad
Oppo,F19,64GB,Black,52226.28,24-06-2024,Debit Card,Joseph Curtis,East Courtneychester
Samsung,Galaxy S22,64GB,White,70364.08,28-03-2025,UPI,Larry Greer,West Donald
OnePlus,9R,256GB,Red,10153.38,23-12-2024,Cash,Jordan Mitchell,Lisatown
Realme,Realme GT,64GB,Red,78700.89,13-01-2025,UPI,Andrea Miller,Saramouth
Motorola,Moto G60,128GB,White,52046.75,21-03-2025,Cash,Amber Sanchez,West Michael
Apple,iPhone 15,64GB,Blue,30737.54,27-02-2025,Debit Card,Megan Brown,East Jessetown
Apple,iPhone 13,64GB,Blue,95596.05,22-02-2025,Net Banking,Douglas Rice,North Micheleland
Realme,Realme 9,128GB,Black,27175.99,07-08-2024,Debit Card,Matthew Hancock,Ericmouth
Samsung,Galaxy S22,64GB,Green,47310.73,03-05-2024,Debit Card,Megan Mccoy,South David
Realme,Realme GT,256GB,Blue,24209.5,03-04-2025,Cash,Daniel Lozano,Lake Debbie
Vivo,V21,64GB,Blue,37236.98,07-11-2024,Debit Card,Christopher Kerr,New Roberttown
Google,Pixel 8,64GB,White,67782.79,24-04-2024,UPI,Tara Washington,East Mikeburgh
Google,Pixel 6,64GB,Black,42020.47,17-01-2025,Cash,Kathleen Ellis,Sarahborough
Oppo,Reno6,256GB,Red,48889.27,09-10-2024,Credit Card,Samuel Peterson,West Donald
Vivo,Y33s,128GB,Gold,27617.56,06-10-2024,Credit Card,Howard Evans,North Cynthiaview
Realme,Realme 9,64GB,White,56353.41,07-12-2024,Debit Card,Christine Lam,Juliechester
Xiaomi,Mi 11X,256GB,White,84764.97,24-10-2024,Net Banking,Gary Valencia,Stewartland
Oppo,F19,64GB,Silver,74502.48,18-07-2024,Cash,Raymond Bowen,Evanmouth
Google,Pixel 8,64GB,Gold,33009.32,23-05-2024,Cash,Brenda Weber,West Allison
Motorola,Edge 20,128GB,Green,31591.27,20-11-2024,Debit Card,Daniel Carson,East Donna
Xiaomi,Redmi Note 11,256GB,Green,54657.84,06-11-2024,Cash,Nicole Lee,Port Colleenhaven
Apple,iPhone 14,128GB,Black,22930,17-07-2024,Credit Card,Tracy Miller,West Natashaport
Realme,Narzo 50,64GB,Blue,33516.07,31-08-2024,Cash,Victoria Collins,Mortonside
OnePlus,Nord 2,128GB,Blue,11308.11,22-12-2024,Cash,Gabrielle Floyd,Wilkersonmouth
Xiaomi,Mi 11X,256GB,Black,96276.92,09-10-2024,UPI,James Smith,North Beth
Samsung,Galaxy S22,64GB,Silver,11486.43,04-06-2024,UPI,Jenny Cruz,Ramirezstad
Vivo,T1,256GB,Red,28090.6,30-07-2024,Cash,Erica Duarte,East Nathaniel
Xiaomi,Mi 11X,64GB,Gold,16672.61,26-01-2025,Cash,Elizabeth Hunter,Lake Nicoleview
Oppo,A74,64GB,Red,53780.32,28-09-2024,Net Banking,Timothy Conway,Johnfurt
Motorola,G31,128GB,Red,69320.33,22-09-2024,Cash,Kristina Sanchez,East Jamesside
Xiaomi,Mi 11X,256GB,Green,46750.41,20-07-2024,Debit Card,Jody Koch,North Judithbury
Samsung,Galaxy A52,64GB,White,29853.86,24-03-2025,Cash,Danielle Thompson,South David
Nokia,C30,256GB,Green,95428.04,30-07-2024,Credit Card,Keith Bryan,Leeville
Apple,iPhone 13,256GB,Red,69965.98,03-04-2025,Cash,Christopher Johnson,Port Jesseville
Google,Pixel 8,128GB,Black,36694.93,09-07-2024,Net Banking,Patricia Ward,Teresaburgh
Google,Pixel 6,256GB,Blue,20766.6,08-12-2024,Cash,Joel Rodriguez,West Allison
Vivo,V21,128GB,Gold,13745.47,04-09-2024,Debit Card,Kimberly Schmidt,East Nicholasfurt
Realme,Realme GT,128GB,Gold,23521.06,03-02-2025,Credit Card,Stephanie Vargas,North Micheleland
Nokia,G21,64GB,Green,51257.75,23-03-2025,UPI,Leah Yu,Lake Lisaport
Vivo,V21,128GB,Silver,17616.62,28-02-2025,Credit Card,Tiffany Cruz,Mooreport
Vivo,Y33s,64GB,Gold,94206.98,18-01-2025,Net Banking,Kevin Curry,Lake Mark
Google,Pixel 6,64GB,Gold,40361.27,09-01-2025,Cash,Emily Velasquez,South Todd
Google,Pixel 6,256GB,Green,40148.92,23-12-2024,Credit Card,Dr. Jessica Saunders MD,West Elizabeth
Google,Pixel 6,64GB,Black,83256.01,26-02-2025,Debit Card,Amanda Jones,Teresaburgh
Motorola,G31,256GB,Silver,76098.48,02-09-2024,Credit Card,Shane Good,Adamsborough
Apple,iPhone 13,128GB,White,12206.49,19-03-2025,Debit Card,Kelsey Simpson,Daviston
Nokia,C30,128GB,Gold,61595.23,31-08-2024,UPI,Johnny Smith,Bassport
Samsung,Galaxy A52,256GB,White,63328.59,08-05-2024,Debit Card,Julie Freeman,Lake Debra
Motorola,Moto G60,64GB,White,14113.88,03-01-2025,Debit Card,Andrew Barry,South Patrickmouth
Oppo,F19,256GB,White,30032.92,06-08-2024,Net Banking,Todd Goodman,East Nicholasfurt
Google,Pixel 8,128GB,Black,19500.75,07-12-2024,Credit Card,Crystal Henry,East Courtneychester
Google,Pixel 8,128GB,Silver,76725.96,31-01-2025,Debit Card,Hailey Williams,East Nicholasfurt
Motorola,G31,64GB,Red,59616.53,31-05-2024,Cash,Melissa Brown,Martinezbury
Motorola,G31,64GB,White,45235.08,05-01-2025,Net Banking,Billy Webb,East Josephville
Realme,Narzo 50,64GB,Green,79333.95,13-01-2025,Cash,Mark Allen,North John
Samsung,Galaxy S22,128GB,Gold,33419.65,09-01-2025,Net Banking,Amanda Wright,Samuelhaven
Oppo,A74,128GB,White,12127.44,19-09-2024,Cash,Matthew Smith,New Jessica
Apple,iPhone 14,256GB,Black,37848.22,18-10-2024,Net Banking,Bethany Jennings,Sarahborough
Realme,Realme GT,256GB,Gold,21102.51,16-05-2024,Net Banking,Derrick Olson,Bassport
Motorola,Moto G60,64GB,White,85866.78,05-03-2025,Net Banking,Gregory Holland,Cassandraton
Samsung,Galaxy S21,64GB,Silver,10423.67,15-01-2025,UPI,Tammy Sawyer,East Courtneychester
OnePlus,11R,64GB,Blue,90858.57,15-03-2025,Net Banking,Justin Ross,Lake Lisaport
Nokia,G21,64GB,Gold,96408.83,03-01-2025,Cash,Gina Davis,Shawhaven
Vivo,V21,64GB,Black,66308.41,27-08-2024,Credit Card,Jenny Wilkerson,Gomezchester
Realme,Realme GT,128GB,Black,88120.78,31-10-2024,UPI,Andrea Howard,East Courtneychester
Xiaomi,Mi 11X,64GB,Silver,85644.13,10-10-2024,Debit Card,Frederick Houston,North Beth
Nokia,C30,64GB,White,73554.42,31-12-2024,UPI,Scott Perry,Lake Debbie
Realme,Narzo 50,128GB,Black,70675.57,24-11-2024,Net Banking,Veronica Knight,Juliechester
Vivo,V21,128GB,Silver,15239.54,22-09-2024,Net Banking,Cynthia King,Hoffmanville
Oppo,Reno6,256GB,Gold,48505.91,16-12-2024,Debit Card,Keith Wood,East Courtneychester
Nokia,G21,64GB,Red,11255.27,28-05-2024,UPI,Audrey Knox,East Jamesside
Realme,Narzo 50,64GB,White,52824.82,06-07-2024,Debit Card,Geoffrey Joyce,East Lydiamouth
Vivo,T1,128GB,Green,34097.65,23-06-2024,UPI,Terrance Velazquez,Ramirezstad
Oppo,F19,64GB,Green,41493.04,27-10-2024,Cash,James Powell,Daviston
Oppo,A74,256GB,Black,99397.62,28-11-2024,Credit Card,Travis Davidson,Lake Crystalbury
Realme,Realme 9,256GB,Red,46948.79,25-09-2024,Net Banking,Joanne Stevenson,South Aaron
Motorola,Moto G60,64GB,White,71616.51,11-08-2024,Net Banking,Olivia Wiley,Lake Roberto
Samsung,Galaxy S21,64GB,Silver,64354.68,23-11-2024,Credit Card,Mr. John Molina,North Jessicaland
Nokia,C30,128GB,Gold,20869.87,26-10-2024,Credit Card,Wanda Stevenson,Saramouth
Oppo,F19,64GB,Black,84397.67,15-05-2024,Credit Card,Tara Brown,New Kellystad
Realme,Realme 9,64GB,White,27218.84,13-06-2024,UPI,Anthony Erickson MD,South Patrickmouth
Oppo,F19,256GB,Red,55843.48,17-03-2025,Net Banking,Catherine Gill,Shawhaven
Apple,iPhone 13,128GB,Black,58406.57,22-02-2025,Debit Card,Angela King,East Mikeburgh
OnePlus,9R,128GB,White,83091.08,12-07-2024,Cash,Bryan Webb,Stevenland
Vivo,Y33s,64GB,White,50769.05,16-09-2024,Cash,Michelle Smith,Rodneyside
Google,Pixel 6,128GB,Green,90650.48,18-10-2024,Net Banking,William Mullins,Rodneyside
Realme,Realme 9,256GB,Silver,71777.05,17-05-2024,Cash,Kathryn Coleman,Herrerafurt
Nokia,G21,256GB,White,85937.57,10-10-2024,Net Banking,Marisa Copeland MD,Daviston
Realme,Realme 9,256GB,Red,77245.45,24-08-2024,UPI,James Fisher,Herrerafurt
Apple,iPhone 15,256GB,Gold,32996.32,09-06-2024,Debit Card,Adam Lopez,North Judithbury
Nokia,G21,64GB,Green,24814.86,21-09-2024,Credit Card,Martin Gomez,Juliechester
Samsung,Galaxy A52,64GB,Gold,36825.9,05-10-2024,Net Banking,Manuel Roberts,East Lydiamouth
Realme,Realme GT,64GB,Silver,76549.73,03-02-2025,Debit Card,Ellen Brown,New Roberttown
Realme,Realme 9,128GB,Red,61037.68,16-02-2025,Net Banking,Adam Mccann,South Dianeshire
Google,Pixel 7,64GB,Silver,39488.17,25-04-2024,Cash,Patrick Harrison,Coxberg
Realme,Realme GT,64GB,Silver,11916.13,19-04-2024,Credit Card,Cameron Wang,Shawhaven
Motorola,Edge 20,256GB,Gold,75734.72,18-06-2024,Debit Card,Elizabeth Neal,South Patrickmouth
Realme,Realme 9,64GB,Black,33248.79,06-09-2024,Net Banking,Riley Anderson,Brandtside
Samsung,Galaxy A52,64GB,White,66666.18,18-01-2025,Debit Card,Glenn Gutierrez,East Jessetown
Motorola,Edge 20,128GB,Black,52903.75,27-05-2024,Cash,Melissa Hernandez,Bassport
Samsung,Galaxy S22,256GB,Gold,46174.34,15-07-2024,UPI,Kimberly Mcdaniel,Lake Crystalbury
Realme,Realme GT,256GB,Gold,92050.41,25-09-2024,Credit Card,Megan Cortez,North Susan
Nokia,X20,64GB,Green,37856.97,17-08-2024,Net Banking,Victoria Levy,North Noahstad
Nokia,G21,256GB,Red,61668.4,24-12-2024,Net Banking,George Sellers,West Michael
OnePlus,9R,128GB,Blue,15017.73,26-12-2024,UPI,Michelle Davis,Sanchezfort
Xiaomi,Mi 11X,128GB,Silver,51508.6,08-04-2025,Credit Card,Philip Owens,Coxberg
Google,Pixel 7,64GB,Gold,96855.57,14-02-2025,Debit Card,Rhonda Clark,East Jessetown
Google,Pixel 6,128GB,Black,95530.25,10-09-2024,UPI,James Long,Lake Leeton
Realme,Narzo 50,128GB,Gold,73074.81,16-01-2025,Debit Card,Elizabeth Thompson,Ericmouth
Google,Pixel 6,64GB,Red,15030.41,10-05-2024,Cash,Brooke Lynn,West Elizabeth
Nokia,X20,64GB,Silver,49408.72,16-08-2024,Credit Card,Diana Smith,Bassport
Nokia,X20,256GB,Green,29391.55,29-06-2024,UPI,Katherine Williams,North Deniseside
Realme,Realme GT,256GB,Silver,68969.17,18-06-2024,UPI,Lindsay Travis,East Jamesside
Apple,iPhone 14,256GB,Red,17951.8,23-04-2024,Debit Card,Katherine Robinson,North Micheleland
Oppo,A74,128GB,Red,87124.2,13-12-2024,UPI,Mary Rodriguez,New Kellystad
Vivo,Y33s,128GB,Red,47763.39,29-06-2024,Credit Card,David Cooper,North John
Motorola,Moto G60,64GB,Silver,20698.89,06-03-2025,Credit Card,Tiffany Rivera,Stevenland
Apple,iPhone 13,256GB,Gold,69142.21,04-10-2024,UPI,Lauren Peterson,South Dianeshire
Nokia,C30,64GB,Silver,43049.99,21-02-2025,Cash,Rachel Wright,Taylorburgh
Google,Pixel 6,128GB,White,42538.66,02-09-2024,UPI,Jesse Brown,West Michael
Oppo,A74,128GB,Black,41449.54,12-02-2025,Debit Card,Michael Mejia,Jasonfort
Oppo,F19,256GB,Green,68105.13,18-08-2024,Net Banking,Samuel Dean,Lisatown
Nokia,X20,64GB,Green,48800.31,14-02-2025,Net Banking,Andrea Kelly,Williamview
OnePlus,Nord 2,128GB,White,35223.34,16-02-2025,Debit Card,Tina Young,South Noah
Google,Pixel 8,256GB,Silver,54638.61,24-10-2024,UPI,Susan Meadows,Juliechester
Xiaomi,Redmi Note 11,256GB,Gold,10301.12,10-05-2024,Debit Card,Donald Owens,Coxberg
Google,Pixel 8,256GB,Silver,29549.14,21-10-2024,Net Banking,Kenneth Sanchez,East Jill
Realme,Narzo 50,64GB,White,54098.93,18-01-2025,Cash,Scott Alexander,East Donna
Nokia,X20,256GB,Gold,61052.27,03-03-2025,Credit Card,Jordan Carney,Lake Chad
Realme,Narzo 50,128GB,Red,39954.55,02-06-2024,Credit Card,Renee Hughes,Jacquelineland
Oppo,A74,256GB,Red,13354.82,04-03-2025,Net Banking,Erin Adams,Robinsonshire
Google,Pixel 7,256GB,Black,22871.83,07-04-2025,Cash,Robin Preston,Williamview
Google,Pixel 8,64GB,Blue,45181.94,01-06-2024,Cash,Kristina Baker,Port Jacobland
Samsung,Galaxy A52,256GB,Black,56470.28,08-02-2025,Debit Card,Michael Garner,Hoffmanville
Nokia,X20,128GB,Green,77875.82,20-07-2024,Debit Card,Erica Castillo,Samuelhaven
Xiaomi,Mi 11X,256GB,Red,17157.21,20-02-2025,Debit Card,Dr. Angela Keith,Martinezbury
Motorola,G31,128GB,Black,50987.47,03-04-2025,Cash,Sarah Cooper,New Mariotown
Xiaomi,Redmi 10,128GB,Gold,93064.34,22-08-2024,Net Banking,Norman Keith,Lake Lisaport
Realme,Realme GT,64GB,Gold,44625.71,25-04-2024,Credit Card,Lauren Davis,West Allison
Realme,Realme GT,256GB,Gold,65270.16,01-09-2024,Net Banking,Michelle Garner,East Nicholasfurt
Samsung,Galaxy A52,256GB,Blue,18666.03,29-10-2024,Debit Card,Tracy Elliott,Lake Nicoleview
Oppo,Reno6,128GB,Silver,84031.85,20-12-2024,Credit Card,Rachel Diaz,Brandtside
Apple,iPhone 15,128GB,Blue,93881.76,10-04-2025,Credit Card,Nicole Reyes,West Natashaport
Vivo,V21,128GB,Blue,85833.51,17-04-2024,Net Banking,Lauren Mitchell,Cassandraton
Nokia,C30,256GB,Silver,74913.53,10-06-2024,Net Banking,Amanda Reyes,Port Richard
Vivo,Y33s,256GB,Green,74406.47,16-11-2024,Credit Card,Megan Ortiz,New Kellystad
OnePlus,11R,64GB,Green,28081.13,10-01-2025,Cash,Kimberly Carney,Lake Roberto
Motorola,Edge 20,256GB,Black,36892.53,29-09-2024,Debit Card,Michael Johnson,New Roberttown
Samsung,Galaxy S21,128GB,Silver,66107.73,11-03-2025,Net Banking,Tammy Joseph,New Stephanie
OnePlus,11R,256GB,White,59124.58,11-11-2024,Credit Card,Ariel Jones,New Stephanie
Apple,iPhone 14,128GB,White,38076.4,16-04-2024,Net Banking,Laura Simmons,New David
OnePlus,9R,128GB,Silver,26646.71,09-03-2025,Cash,William Ramos,Stewartland
